id,artifact_id,name,level,max_level,rarity,attribute,skill1_name,skill1_quality,skill1_effect,skill2_name,skill2_quality,skill2_effect,skill3_name,skill3_quality,skill3_effect,skill4_name,skill4_quality,skill4_effect
1683590,301090301,金華銅鑼,1,5,3,6,回復性能,3,+15.6%,有利属性軽減,1,+4.4%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,2,+4.8%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
1677657,301060301,金華望鏡,1,5,3,2,奥義ダメージ,4,+16.8%,弱体成功率,2,+7.2%,クリティカル発動時、ダメージ上限UP,2,+2.4%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
1666108,301070301,金華覆装,1,5,3,5,防御,1,+8.8%,回復性能,2,+14.4%,クリティカル発動時、ダメージ上限UP,1,+2.2%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
1666106,301070301,金華覆装,1,5,3,5,アビリティダメージ,3,+15.6%,自属性攻撃力,4,+11.2%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,1,+13.2%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
1664194,301090301,金華銅鑼,1,5,3,2,有利属性軽減,1,+4.4%,回復性能,2,+14.4%,HPが50%以上の時、トリプルアタック確率UP,3,+7.8%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
1664172,301050201,サント・ローブ,1,5,3,6,攻撃力,4,+1680,回復性能,1,+13.2%,クリティカル発動時、ダメージ上限UP,3,+2.6%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1664026,301010101,オミナス・アミュレット,1,5,3,6,回復性能,3,+15.6%,弱体成功率,2,+7.2%,奥義ダメージ特殊上限UP,2,+4.8%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
1664024,301010201,サント・クローヌ,1,5,3,4,防御,4,+11.2%,奥義ダメージ,4,+16.8%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
1662369,301080101,オミナス・フィアン,1,5,3,3,HP,3,+780,有利属性軽減,2,+4.8%,通常攻撃ダメージ上限,3,+2.6%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
1661898,301050301,金華名鏡,1,5,3,1,防御,3,+10.4%,トリプルアタック確率,2,+4.8%,奥義ダメージ特殊上限UP,5,+6%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
1661803,301010101,オミナス・アミュレット,1,5,3,6,トリプルアタック確率,4,+5.6%,弱体成功率,3,+7.8%,通常攻撃の与ダメージ上昇,2,+9600,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
1661777,301060101,オミナス・ペンダント,1,5,3,2,自属性攻撃力,1,+8.8%,弱体成功率,1,+6.6%,最大HP上昇/防御力-70%,2,+9.6%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
1661772,301080201,サント・シャッポー,1,5,3,6,回避率,4,+5.6%,自属性攻撃力,4,+11.2%,再生,2,480,バトル登場時に一度だけ自分の与ダメージUP,1,3%
1661739,301030301,金華旗幟,1,5,3,5,アビリティダメージ,1,+13.2%,弱体耐性,2,+7.2%,アビリティ与ダメージ上昇,1,+11000,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
1661637,301010301,金華羽飾,1,5,3,5,弱体耐性,3,+7.8%,防御,2,+9.6%,チェイン与ダメージUP,2,+7.2%,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
1653390,301020101,オミナス・リング,1,5,3,3,攻撃力,2,+1440,弱体耐性,1,+6.6%,HPが50%以上の時、トリプルアタック確率UP,3,+7.8%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
1652212,301060301,金華望鏡,1,5,3,1,弱体耐性,3,+7.8%,クリティカル確率,2,+14.4%,再生,3,520,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
1651449,301020101,オミナス・リング,1,5,3,5,回復性能,2,+14.4%,ダブルアタック確率,2,+7.2%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,4,+5.6%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
1651423,301060101,オミナス・ペンダント,1,5,3,5,自属性攻撃力,1,+8.8%,クリティカル確率,3,+15.6%,HPが50%以下の時、被ダメージを軽減,1,+8.8%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
1639185,301060101,オミナス・ペンダント,1,5,3,1,回避率,1,+4.4%,アビリティダメージ,1,+13.2%,奥義与ダメージ上昇,1,+110000,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
1617936,301020301,金華面具,1,5,3,5,攻撃力,1,+1320,回避率,1,+4.4%,クリティカル発動時、ダメージ上限UP,2,+2.4%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
1617929,301090201,サント・ボアトムジーク,1,5,3,4,攻撃力,5,+1800,アビリティダメージ,5,+18%,ターンダメージを軽減,2,+9.6%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
1587753,301070101,オミナス・バンクル,1,5,3,6,有利属性軽減,1,+4.4%,クリティカル確率,2,+14.4%,奥義ダメージ特殊上限UP,1,+4.4%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
1587601,301070101,オミナス・バンクル,1,5,3,2,奥義ダメージ,1,+13.2%,有利属性軽減,1,+4.4%,最大HP上昇/防御力-70%,5,+12%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
1523392,301050301,金華名鏡,1,5,3,4,回復性能,3,+15.6%,アビリティダメージ,5,+18%,確率で強化効果が無効化されない,1,20%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
1523223,301030201,サント・キャスク,1,5,3,2,ダブルアタック確率,2,+7.2%,弱体成功率,1,+6.6%,奥義ダメージ特殊上限UP,1,+4.4%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
1522580,301030101,オミナス・ゴブレット,1,5,3,6,防御,2,+9.6%,アビリティダメージ,5,+18%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
1522577,301080101,オミナス・フィアン,1,5,3,1,奥義ダメージ,1,+13.2%,回復性能,1,+13.2%,アビリティ与ダメージ上昇,3,+13000,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
1522160,301020201,サント・ジャセロン,1,5,3,6,トリプルアタック確率,1,+4.4%,有利属性軽減,3,+5.2%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
1496080,301080101,オミナス・フィアン,1,5,3,4,自属性攻撃力,1,+8.8%,攻撃力,5,+1800,確率で強化効果が無効化されない,1,20%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
1451192,301050301,金華名鏡,1,5,3,4,回復性能,1,+13.2%,奥義ダメージ,1,+13.2%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
1444990,301030101,オミナス・ゴブレット,1,5,3,6,防御,1,+8.8%,奥義ダメージ,5,+18%,通常攻撃の与ダメージ上昇,2,+9600,バトル開始時と5ターン毎に自分にバリア効果,1,1000
1426886,301070301,金華覆装,1,5,3,6,トリプルアタック確率,2,+4.8%,攻撃力,2,+1440,確率で強化効果が無効化されない,1,20%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
1426791,301050101,オミナス・トーテム,1,5,3,6,有利属性軽減,3,+5.2%,攻撃力,1,+1320,通常攻撃ダメージ上限,1,+2.2%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
1426672,301050201,サント・ローブ,1,5,3,2,クリティカル確率,3,+15.6%,自属性攻撃力,1,+8.8%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
1425712,301100201,サント・キャプション,1,5,3,2,HP,2,+720,防御,3,+10.4%,アビリティ与ダメージ上昇,2,+12000,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
1424905,301010101,オミナス・アミュレット,1,5,3,4,ダブルアタック確率,2,+7.2%,自属性攻撃力,2,+9.6%,奥義ダメージ上限,2,+7.2%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
1417487,301060201,サント・リネット,1,5,3,1,弱体成功率,1,+6.6%,アビリティダメージ,3,+15.6%,通常攻撃ダメージ上限,1,+2.2%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
1417486,301100101,オミナス・ストーン,1,5,3,3,弱体耐性,1,+6.6%,トリプルアタック確率,2,+4.8%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,4,+16.8%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
1411548,301080301,金華胸鎧,1,5,3,3,HP,2,+720,回避率,3,+5.2%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,5,+18%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
1409031,301100101,オミナス・ストーン,1,5,3,4,防御,5,+12%,ダブルアタック確率,4,+8.4%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,3,+5.2%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1406012,301010201,サント・クローヌ,1,5,3,6,弱体成功率,2,+7.2%,有利属性軽減,5,+6%,奥義ダメージ特殊上限UP,4,+5.6%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
1405406,301090301,金華銅鑼,1,5,3,5,クリティカル確率,3,+15.6%,ダブルアタック確率,3,+7.8%,再生,1,440,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
1405261,301080301,金華胸鎧,1,5,3,2,回避率,3,+5.2%,有利属性軽減,3,+5.2%,HPが50%以下の時、被ダメージを軽減,5,+12%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1405258,301090101,オミナス・ホイッスル,1,5,3,2,自属性攻撃力,2,+9.6%,奥義ダメージ,1,+13.2%,確率で強化効果が無効化されない,1,20%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1405257,301010201,サント・クローヌ,1,5,3,3,弱体耐性,2,+7.2%,弱体成功率,3,+7.8%,奥義ダメージ上限,3,+7.8%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
1369363,301060301,金華望鏡,1,5,3,2,攻撃力,1,+1320,ダブルアタック確率,3,+7.8%,奥義ダメージ特殊上限UP,3,+5.2%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1350265,301020101,オミナス・リング,1,5,3,5,弱体耐性,1,+6.6%,トリプルアタック確率,3,+5.2%,再生,2,480,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
1349891,301020301,金華面具,1,5,3,3,ダブルアタック確率,1,+6.6%,回復性能,1,+13.2%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
1349883,301080201,サント・シャッポー,1,5,3,4,HP,1,+660,回避率,1,+4.4%,通常攻撃の与ダメージ上昇,4,+11200,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
1319950,301060201,サント・リネット,1,5,3,1,ダブルアタック確率,1,+6.6%,自属性攻撃力,2,+9.6%,確率で強化効果が無効化されない,1,20%,バトル登場時に一度だけ自分の与ダメージUP,1,3%
1319877,301030201,サント・キャスク,1,5,3,1,HP,1,+660,ダブルアタック確率,2,+7.2%,確率で強化効果が無効化されない,1,20%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
1315542,301060201,サント・リネット,1,5,3,5,防御,2,+9.6%,攻撃力,5,+1800,HPが100%の時、与ダメージUP,4,+2.8%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
1315302,301080101,オミナス・フィアン,1,5,3,3,弱体成功率,1,+6.6%,回避率,1,+4.4%,再生,3,520,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
1310000,301070201,サント・ブート,1,5,3,6,攻撃力,1,+1320,ダブルアタック確率,1,+6.6%,再生,1,440,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
1309711,301050201,サント・ローブ,5,5,3,5,回復性能,2,+20.4%,自属性攻撃力,1,+8.8%,ターンダメージを軽減,1,+12.8%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
1301273,301080201,サント・シャッポー,1,5,3,1,回復性能,3,+15.6%,アビリティダメージ,5,+18%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
1301212,301050101,オミナス・トーテム,1,5,3,5,トリプルアタック確率,2,+4.8%,奥義ダメージ,1,+13.2%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,3,+5.2%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
1295290,301060101,オミナス・ペンダント,1,5,3,3,奥義ダメージ,2,+14.4%,回復性能,2,+14.4%,最大HP上昇/防御力-70%,1,+8.8%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
1286605,301070301,金華覆装,1,5,3,2,防御,2,+9.6%,ダブルアタック確率,3,+7.8%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
1233270,301080201,サント・シャッポー,1,5,3,3,クリティカル確率,5,+18%,ダブルアタック確率,4,+8.4%,アビリティダメージ上限,3,+10.4%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
1233007,301100301,金華香炉,1,5,3,6,回避率,1,+4.4%,防御,1,+8.8%,アビリティ与ダメージ上昇,3,+13000,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1154766,301070201,サント・ブート,1,5,3,6,HP,1,+660,回復性能,2,+14.4%,クリティカル発動時、ダメージ上限UP,3,+2.6%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
1154651,301030201,サント・キャスク,1,5,3,2,有利属性軽減,3,+5.2%,HP,1,+660,奥義与ダメージ上昇,2,+120000,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
1148824,301030301,金華旗幟,1,5,3,3,回避率,1,+4.4%,トリプルアタック確率,2,+4.8%,通常攻撃ダメージ上限,5,+3%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
1148769,301040201,サント・アルミュール,1,5,3,1,アビリティダメージ,1,+13.2%,回避率,4,+5.6%,奥義ダメージ上限,4,+8.4%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
1148573,301050301,金華名鏡,5,5,3,1,回復性能,1,+13.2%,有利属性軽減,2,+4.8%,アビリティダメージ上限,1,+12.8%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.6%
1127198,301030201,サント・キャスク,1,5,3,4,ダブルアタック確率,1,+6.6%,トリプルアタック確率,1,+4.4%,クリティカル発動時、ダメージ上限UP,3,+2.6%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
1127136,301080201,サント・シャッポー,1,5,3,3,ダブルアタック確率,3,+7.8%,弱体成功率,5,+9%,通常攻撃ダメージ上限,5,+3%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
1126991,301070201,サント・ブート,5,5,3,5,奥義ダメージ,1,+16.2%,弱体成功率,1,+9.6%,HPが50%以下の時、被ダメージを軽減,1,+8.8%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,2個
1094733,301090301,金華銅鑼,5,5,3,5,弱体耐性,2,+7.2%,自属性攻撃力,3,+12.4%,奥義与ダメージ上昇,2,+145000,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,5回
1094647,301020101,オミナス・リング,1,5,3,3,弱体成功率,2,+7.2%,回復性能,2,+14.4%,アビリティ与ダメージ上昇,3,+13000,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
1092957,301100201,サント・キャプション,1,5,3,6,自属性攻撃力,5,+12%,弱体耐性,2,+7.2%,クリティカル発動時、ダメージ上限UP,2,+2.4%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
1080678,301030301,金華旗幟,1,5,3,2,クリティカル確率,5,+18%,HP,1,+660,HPが50%以上の時、トリプルアタック確率UP,4,+8.4%,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
1080493,301010201,サント・クローヌ,1,5,3,4,有利属性軽減,3,+5.2%,回復性能,2,+14.4%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
1080398,301080201,サント・シャッポー,1,5,3,1,HP,4,+840,回避率,2,+4.8%,再生,1,440,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
1080118,301080101,オミナス・フィアン,1,5,3,1,回復性能,1,+13.2%,トリプルアタック確率,2,+4.8%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,5,+24%,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
1080021,301020201,サント・ジャセロン,1,5,3,1,トリプルアタック確率,3,+5.2%,回避率,2,+4.8%,クリティカル発動時、ダメージ上限UP,4,+2.8%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
1079625,301020301,金華面具,1,5,3,6,ダブルアタック確率,3,+7.8%,HP,5,+900,HPが50%以下の時、被ダメージを軽減,5,+12%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
1079035,301030101,オミナス・ゴブレット,5,5,3,1,クリティカル確率,3,+15.6%,アビリティダメージ,2,+17.4%,クリティカル発動時、ダメージ上限UP,4,+3.3%,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1.5%
1073763,301050101,オミナス・トーテム,1,5,3,2,自属性攻撃力,4,+11.2%,攻撃力,4,+1680,通常攻撃ダメージ上限,2,+2.4%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
1073487,301100301,金華香炉,1,5,3,1,クリティカル確率,4,+16.8%,奥義ダメージ,2,+14.4%,ターンダメージを軽減,4,+11.2%,バトル開始時から1ターンの間被ダメージ減少,1,1000
1073309,301060201,サント・リネット,1,5,3,1,攻撃力,1,+1320,有利属性軽減,3,+5.2%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,3,+15.6%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
1073082,301090101,オミナス・ホイッスル,1,5,3,1,ダブルアタック確率,4,+8.4%,アビリティダメージ,4,+16.8%,確率で強化効果が無効化されない,1,20%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
1072656,301090201,サント・ボアトムジーク,1,5,3,1,アビリティダメージ,3,+15.6%,HP,1,+660,再生,5,600,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
1072609,301100301,金華香炉,1,5,3,6,防御,3,+10.4%,回復性能,1,+13.2%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1072057,301060101,オミナス・ペンダント,1,5,3,3,防御,3,+10.4%,弱体成功率,3,+7.8%,HPが50%以上の時、トリプルアタック確率UP,4,+8.4%,バトル登場時に一度だけ自分の与ダメージUP,1,3%
1071875,301080101,オミナス・フィアン,1,5,3,4,弱体成功率,2,+7.2%,クリティカル確率,3,+15.6%,通常攻撃ダメージ上限,2,+2.4%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
1048821,301020101,オミナス・リング,1,5,3,1,有利属性軽減,1,+4.4%,ダブルアタック確率,2,+7.2%,奥義ダメージ特殊上限UP,2,+4.8%,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,
1048703,301040201,サント・アルミュール,1,5,3,6,トリプルアタック確率,3,+5.2%,ダブルアタック確率,1,+6.6%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
1048578,301080101,オミナス・フィアン,1,5,3,2,回復性能,1,+13.2%,自属性攻撃力,1,+8.8%,アビリティ与ダメージ上昇,2,+12000,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
1046776,301090301,金華銅鑼,1,5,3,6,攻撃力,3,+1560,有利属性軽減,4,+5.6%,アビリティ与ダメージ上昇,1,+11000,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
885650,301030101,オミナス・ゴブレット,1,5,3,6,自属性攻撃力,1,+8.8%,トリプルアタック確率,1,+4.4%,アビリティダメージ上限,4,+11.2%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
804896,301070201,サント・ブート,1,5,3,5,奥義ダメージ,1,+13.2%,回復性能,2,+14.4%,最大HP上昇/防御力-70%,2,+9.6%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
804892,301080201,サント・シャッポー,1,5,3,4,HP,2,+720,ダブルアタック確率,5,+9%,チェイン与ダメージUP,1,+6.6%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
804480,301080101,オミナス・フィアン,5,5,3,5,自属性攻撃力,3,+12.4%,弱体成功率,4,+11.4%,アビリティダメージ上限,4,+11.2%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,175回
804416,301040201,サント・アルミュール,1,5,3,1,クリティカル確率,5,+18%,アビリティダメージ,2,+14.4%,奥義与ダメージ上昇,2,+120000,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
801092,301100301,金華香炉,1,5,3,1,トリプルアタック確率,2,+4.8%,攻撃力,1,+1320,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,3,+5.2%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
800989,301070201,サント・ブート,5,5,3,3,クリティカル確率,2,+17.4%,弱体成功率,4,+9.9%,最大HP上昇/防御力-70%,2,+11.6%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,2個
800986,301020301,金華面具,1,5,3,4,弱体成功率,1,+6.6%,回復性能,2,+14.4%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,バトル開始時から1ターンの間被ダメージ減少,1,1000
800955,301040201,サント・アルミュール,1,5,3,3,ダブルアタック確率,1,+6.6%,有利属性軽減,1,+4.4%,通常攻撃ダメージ上限,1,+2.2%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
799492,301040101,オミナス・ホーン,1,5,3,1,クリティカル確率,1,+13.2%,自属性攻撃力,4,+11.2%,通常攻撃ダメージ上限,1,+2.2%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
794862,301040101,オミナス・ホーン,1,5,3,6,有利属性軽減,1,+4.4%,トリプルアタック確率,3,+5.2%,HPが50%以上の時、トリプルアタック確率UP,3,+7.8%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
782016,301090301,金華銅鑼,1,5,3,1,攻撃力,5,+1800,ダブルアタック確率,3,+7.8%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,2,+19.2%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
781889,301070301,金華覆装,5,5,3,1,回復性能,1,+25.2%,トリプルアタック確率,2,+4.8%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
771111,301040201,サント・アルミュール,1,5,3,6,トリプルアタック確率,3,+5.2%,奥義ダメージ,3,+15.6%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,1,+13.2%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
739488,301020201,サント・ジャセロン,1,5,3,2,回復性能,3,+15.6%,有利属性軽減,2,+4.8%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,5,+6%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
739484,301040201,サント・アルミュール,1,5,3,2,回避率,1,+4.4%,自属性攻撃力,1,+8.8%,最大HP上昇/防御力-70%,1,+8.8%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
739474,301060201,サント・リネット,1,5,3,2,奥義ダメージ,1,+13.2%,弱体成功率,3,+7.8%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,1,+4.4%,バトル開始時から1ターンの間被ダメージ減少,1,1000
723006,301070301,金華覆装,5,5,3,2,アビリティダメージ,1,+13.2%,HP,3,+780,奥義与ダメージ上昇,1,+160000,バトル登場時に一度だけ自分の与ダメージUP,1,9%
723005,301060101,オミナス・ペンダント,1,5,3,1,回避率,3,+5.2%,HP,1,+660,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,2,+14.4%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
692119,301030201,サント・キャスク,1,5,3,5,トリプルアタック確率,1,+4.4%,奥義ダメージ,4,+16.8%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
692117,301100301,金華香炉,1,5,3,5,攻撃力,2,+1440,ダブルアタック確率,1,+6.6%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
